ResolvedPersonID,n_cases,dominant_mo_phrase,mo_consistency,n_districts_with_dominant_mo
637,29,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.207,2
638,1,The accused gained entry through a rear window left unlatched.,1.0,1
639,11,"The accused worked in a group of two, one keeping watch while the other broke in.",0.364,2
640,2,The accused gained entry through a rear window left unlatched.,0.5,1
643,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
644,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
648,2,The accused operated in daylight hours near crowded public spaces.,1.0,2
649,1,The accused lured the victim on the pretext of a job offer.,1.0,1
651,1,The accused gained entry through a rear window left unlatched.,1.0,1
653,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
655,1,The accused lured the victim on the pretext of a job offer.,1.0,1
660,1,The accused used a spoofed phone number to contact the victim.,1.0,1
662,1,The accused gained entry through a rear window left unlatched.,1.0,1
663,1,The accused gained entry through a rear window left unlatched.,1.0,1
664,2,The accused gained entry through a rear window left unlatched.,1.0,2
665,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
667,2,The accused approached the victim through a fake social media profile.,0.5,1
668,6,The accused used a spoofed phone number to contact the victim.,0.5,2
669,5,The accused gained entry through a rear window left unlatched.,0.4,2
670,2,The accused targeted unattended shops during the late-night hours.,0.5,1
671,1,The accused targeted unattended shops during the late-night hours.,1.0,1
672,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
674,1,The accused used a spoofed phone number to contact the victim.,1.0,1
676,3,The accused was known to the victim through a prior personal dispute.,0.333,1
678,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
679,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
680,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
681,9,The accused posed as a bank/delivery representative to gain the victim's trust.,0.333,2
684,2,The accused gained entry through a rear window left unlatched.,0.5,1
685,2,The accused was a person known to the victim's family.,0.5,1
687,18,The accused used a duplicate key/lock-picking method to gain entry.,0.333,3
689,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
690,2,The accused used a concealed compartment in the vehicle to transport the contraband.,0.5,1
692,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
693,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
694,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
695,28,The accused used a duplicate key/lock-picking method to gain entry.,0.179,1
699,42,The accused gained entry through a rear window left unlatched.,0.214,3
702,1,The accused gained entry through a rear window left unlatched.,1.0,1
704,49,The accused targeted unattended shops during the late-night hours.,0.204,1
705,3,The accused posed as a bank/delivery representative to gain the victim's trust.,0.333,1
706,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
707,46,The accused posed as a bank/delivery representative to gain the victim's trust.,0.174,4
709,4,The accused lured the victim on the pretext of a job offer.,0.5,2
711,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
712,1,The accused approached the victim through a fake social media profile.,1.0,1
713,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
714,6,The accused used a duplicate key/lock-picking method to gain entry.,0.333,2
715,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
717,2,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,1
720,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
721,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
722,1,The accused targeted unattended shops during the late-night hours.,1.0,1
724,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
726,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
727,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
728,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
729,2,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,1
731,14,The accused approached the victim through a fake social media profile.,0.214,3
733,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
739,1,The accused gained entry through a rear window left unlatched.,1.0,1
740,2,The accused gained entry through a rear window left unlatched.,0.5,1
741,2,The accused gained entry through a rear window left unlatched.,0.5,1
742,16,The accused was a person known to the victim's family.,0.375,2
744,1,The accused approached the victim through a fake social media profile.,1.0,1
748,1,The accused was known to the victim through a prior personal dispute.,1.0,1
752,3,The accused was found in possession of the contraband during a routine check.,0.333,1
754,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
755,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
759,2,The accused used a spoofed phone number to contact the victim.,0.5,1
760,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
761,1,The accused operated using a fraudulent online payment link.,1.0,1
762,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
764,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
766,2,The accused gained entry through a rear window left unlatched.,0.5,1
767,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
768,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
769,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
770,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
771,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
773,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
775,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
776,1,The accused waylaid the victim along a known secluded route.,1.0,1
777,1,The accused was known to the victim through a prior personal dispute.,1.0,1
778,1,The accused lured the victim on the pretext of a job offer.,1.0,1
779,2,The accused gained entry through a rear window left unlatched.,0.5,1
780,1,The accused gained entry through a rear window left unlatched.,1.0,1
781,3,The accused gained entry through a rear window left unlatched.,0.667,2
782,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
784,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
785,1,The accused approached the victim through a fake social media profile.,1.0,1
789,3,The accused wore a helmet throughout to avoid CCTV identification.,0.333,1
790,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
791,3,The accused was a person known to the victim's family.,1.0,3
792,2,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,2
793,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
795,3,The accused wore a helmet throughout to avoid CCTV identification.,0.333,1
796,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
797,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
798,1,The accused was known to the victim through a prior personal dispute.,1.0,1
800,1,The accused gained entry through a rear window left unlatched.,1.0,1
801,1,The accused was a person known to the victim's family.,1.0,1
802,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
804,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
807,1,The accused was a person known to the victim's family.,1.0,1
808,10,The accused was a person known to the victim's family.,0.4,3
810,1,The accused was a person known to the victim's family.,1.0,1
